reviews,lemmas,lemmas,aspectCategory
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,"['caviar', 'want', 'fantast', 'grade', 'recommend', 'top', 'servic', 'highli', 'russ', 'anyon', 'delici']","['caviar', 'want', 'fantast', 'grade', 'recommend', 'top', 'servic', 'highli', 'russ', 'anyon', 'delici']",food
You can't say its cheap because food is cheaper in Chinatown.,"['chinatown', 'food', 'cheap', 'say', 'cheaper']","['chinatown', 'food', 'cheap', 'say', 'cheaper']",price
I have eaten there 3-4 times and the food was always good.,"['eat', 'time', 'food', 'alway', 'good']","['eat', 'time', 'food', 'alway', 'good']",food
keep up the good work.,"['work', 'keep', 'good']","['work', 'keep', 'good']",anecdotes/miscellaneous
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.","['thirti', 'place', 'minut', 'guess', 'price', 'pay', 'thrill', 'popular', 'line', 'wait']","['thirti', 'place', 'minut', 'guess', 'price', 'pay', 'thrill', 'popular', 'line', 'wait']",anecdotes/miscellaneous
"great eats, good times.","['time', 'eat', 'great', 'good']","['time', 'eat', 'great', 'good']",anecdotes/miscellaneous
Make sure you try this place as often as you can.,"['make', 'place', 'tri', 'sure', 'often']","['make', 'place', 'tri', 'sure', 'often']",anecdotes/miscellaneous
"Grilled whole fish wonderful, great spicing.","['fish', 'spice', 'great', 'wonder', 'grill', 'whole']","['fish', 'spice', 'great', 'wonder', 'grill', 'whole']",food
"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.","['think', 'cuisin', 'convert', 'tuscan', 'best', 'salvator', 'first', 'fare', 'neapolitan', 'hearti', 'visit', 'year']","['think', 'cuisin', 'convert', 'tuscan', 'best', 'salvator', 'first', 'fare', 'neapolitan', 'hearti', 'visit', 'year']",food
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!","['kitchen', 'entre', 'night', 'busi', 'roll', 'summer', 'owner', 'complimentari', 'send', 'saturday', 'hold', 'us', 'plu']","['kitchen', 'entre', 'night', 'busi', 'roll', 'summer', 'owner', 'complimentari', 'send', 'saturday', 'hold', 'us', 'plu']",service
The service was great as well.,"['servic', 'great', 'well']","['servic', 'great', 'well']",service
Try the lobster teriyaki and the rose special roll.,"['roll', 'teriyaki', 'lobster', 'tri', 'special', 'rise']","['roll', 'teriyaki', 'lobster', 'tri', 'special', 'rise']",food
Another plus is most of the entrees are approx.,"['entre', 'anoth', 'plu', 'approx']","['entre', 'anoth', 'plu', 'approx']",anecdotes/miscellaneous
I will go back to Suan soon!,"['go', 'suan', 'back', 'soon']","['go', 'suan', 'back', 'soon']",anecdotes/miscellaneous
Loved it!,['love'],['love'],anecdotes/miscellaneous
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!","['relax', 'food', 'secret', 'adopt', 'second', 'atmospher', 'plate', 'delici']","['relax', 'food', 'secret', 'adopt', 'second', 'atmospher', 'plate', 'delici']",food
We were pleasantly surprised.,"['surpris', 'pleasantli']","['surpris', 'pleasantli']",anecdotes/miscellaneous
From the moment we walked in they were more than accomodating even though the place was packed.,"['accomod', 'place', 'though', 'pack', 'walk', 'moment', 'even']","['accomod', 'place', 'though', 'pack', 'walk', 'moment', 'even']",service
"It is LOUD, HOT and DARK.","['dark', 'loud', 'hot']","['dark', 'loud', 'hot']",ambience
"I found the food, service and value exceptional everytime I have been there.","['everytim', 'valu', 'servic', 'food', 'except', 'find']","['everytim', 'valu', 'servic', 'food', 'except', 'find']",food
We ate at this Thai place following the reviews but very unhappy with the foods.,"['review', 'eat', 'place', 'thai', 'food', 'unhappi', 'follow']","['review', 'eat', 'place', 'thai', 'food', 'unhappi', 'follow']",anecdotes/miscellaneous
"The food is definitely good, but I left a bit disappointed.","['bite', 'good', 'food', 'leav', 'disappoint', 'definit']","['bite', 'good', 'food', 'leav', 'disappoint', 'definit']",food
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!","['hungri', 'place', 'wine', 'lb', 'beer', 'dinner', 'still', 'prior', 'visit', 'girl', 'glass']","['hungri', 'place', 'wine', 'lb', 'beer', 'dinner', 'still', 'prior', 'visit', 'girl', 'glass']",anecdotes/miscellaneous
"The drinks are a saving grace, but service staff, please, get over yourselves.","['pleas', 'staff', 'get', 'servic', 'grace', 'save', 'drink']","['pleas', 'staff', 'get', 'servic', 'grace', 'save', 'drink']",food
It was wonderful.,['wonder'],['wonder'],anecdotes/miscellaneous
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,"['guy', 'major', 'downsid', 'attitud', 'deliveri', 'order']","['guy', 'major', 'downsid', 'attitud', 'deliveri', 'order']",service
Will give it another chance before I write it off.,"['anoth', 'write', 'chanc', 'give']","['anoth', 'write', 'chanc', 'give']",anecdotes/miscellaneous
The all-Italian staff is warm and engaging from the start.,"['warm', 'staff', 'italian', 'engag', 'start']","['warm', 'staff', 'italian', 'engag', 'start']",service
Village is one of those places that scores on all fronts.,"['front', 'villag', 'place', 'score', 'one']","['front', 'villag', 'place', 'score', 'one']",anecdotes/miscellaneous
The prices are exceptionally reasonable for food of this caliber.,"['calib', 'reason', 'food', 'price', 'except']","['calib', 'reason', 'food', 'price', 'except']",price
If you go here - your focus should be the Tamarind Margaritas.,"['margarita', 'tamarind', 'go', 'focu']","['margarita', 'tamarind', 'go', 'focu']",food
It is the best hidden spot there and I rave about it to everyone.,"['spot', 'best', 'rave', 'everyon', 'hide']","['spot', 'best', 'rave', 'everyon', 'hide']",anecdotes/miscellaneous
The filet mignon dish was superb!,"['dish', 'superb', 'filet', 'mignon']","['dish', 'superb', 'filet', 'mignon']",food
I had been a regular due to the consistently good food and ease of getting a table.,"['regular', 'get', 'consist', 'food', 'tabl', 'due', 'eas', 'good']","['regular', 'get', 'consist', 'food', 'tabl', 'due', 'eas', 'good']",anecdotes/miscellaneous
Can't wait wait for my next visit.,"['next', 'visit', 'wait']","['next', 'visit', 'wait']",anecdotes/miscellaneous
This place is the most Japanese it can ever get.,"['get', 'japanes', 'ever', 'place']","['get', 'japanes', 'ever', 'place']",ambience
"The food is good, I can't lie.","['lie', 'food', 'good']","['lie', 'food', 'good']",food
"great food, lt's of it, more then one person can eat!","['eat', 'food', 'person', 'lt', 'great', 'one']","['eat', 'food', 'person', 'lt', 'great', 'one']",food
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.","['otherworldli', 'money', 'sandwich', 'schimmel', 'much', 'knish', 'run', 'soup', 'pastrami', 'give', 'yonah', 'like', 'challah', 'mom', 'expect', 'nosh']","['otherworldli', 'money', 'sandwich', 'schimmel', 'much', 'knish', 'run', 'soup', 'pastrami', 'give', 'yonah', 'like', 'challah', 'mom', 'expect', 'nosh']",food
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.","['feel', 'sushi', 'special', 'like', 'establish', 'atmospher', 'tokyo', 'noth']","['feel', 'sushi', 'special', 'like', 'establish', 'atmospher', 'tokyo', 'noth']",ambience
Cozy romantic atomosphere with only around 15 tables at most.,"['around', 'tabl', 'atomospher', 'romant', 'cozi']","['around', 'tabl', 'atomospher', 'romant', 'cozi']",ambience
This place is worth going even if only for their beer.,"['place', 'worth', 'go', 'beer', 'even']","['place', 'worth', 'go', 'beer', 'even']",food
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,"['saffron', 'yum', 'scallop', 'like', 'mahi', 'risotto', 'realli']","['saffron', 'yum', 'scallop', 'like', 'mahi', 'risotto', 'realli']",food
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","['tasti', 'top', 'food', 'price', 'ambienc', 'fact', 'fun', 'great', 'realli']","['tasti', 'top', 'food', 'price', 'ambienc', 'fact', 'fun', 'great', 'realli']",food
"Do not get the Go Go Hamburgers, no matter what the reviews say.","['review', 'hamburg', 'get', 'go', 'say', 'matter']","['review', 'hamburg', 'get', 'go', 'say', 'matter']",food
The sandwhiches are out-of-this world!,"['world', 'sandwhich']","['world', 'sandwhich']",food
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.","['live', 'squar', 'siam', 'place', 'food', 'upper', 'thia', 'manhattan']","['live', 'squar', 'siam', 'place', 'food', 'upper', 'thia', 'manhattan']",anecdotes/miscellaneous
Decor is charming.,"['decor', 'charm']","['decor', 'charm']",ambience
The food was very well prepared.,"['prepar', 'food', 'well']","['prepar', 'food', 'well']",food
Really tasty spring rolls and noodles for a good price though.,"['spring', 'roll', 'noodl', 'tasti', 'though', 'price', 'good', 'realli']","['spring', 'roll', 'noodl', 'tasti', 'though', 'price', 'good', 'realli']",food
Stay away from this place.,"['stay', 'place', 'away']","['stay', 'place', 'away']",anecdotes/miscellaneous
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.","['suppos', 'bad', 'dish', 'sum', 'tri', 'food', 'dim', 'cheap', 'hey', 'portion', 'smaller', 'good']","['suppos', 'bad', 'dish', 'sum', 'tri', 'food', 'dim', 'cheap', 'hey', 'portion', 'smaller', 'good']",food
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.","['thing', 'plenti', 'york', 'bar', 'peopl', 'feel', 'new', 'spend', 'hardli', 'uniqu', 'attest', 'drink']","['thing', 'plenti', 'york', 'bar', 'peopl', 'feel', 'new', 'spend', 'hardli', 'uniqu', 'attest', 'drink']",food
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.","['birthday', 'come', 'dessert', 'saw', 'candleveri', 'touch', 'staff', 'write', 'attent', 'happi', 'receiv', 'complimentari', 'gift', 'keep', 'waiter', 'nice', 'open', 'plate', 'stuff']","['birthday', 'come', 'dessert', 'saw', 'candleveri', 'touch', 'staff', 'write', 'attent', 'happi', 'receiv', 'complimentari', 'gift', 'keep', 'waiter', 'nice', 'open', 'plate', 'stuff']",service
"The food arrived 20 minutes after I called, cold and soggy.","['soggi', 'minut', 'food', 'call', 'arriv', 'cold']","['soggi', 'minut', 'food', 'call', 'arriv', 'cold']",food
"If you go for the pre-theatre menu, it's an even greater deal.","['theatr', 'greater', 'deal', 'go', 'pre', 'menu', 'even']","['theatr', 'greater', 'deal', 'go', 'pre', 'menu', 'even']",price
"The one up front will smile and say What can I get for you, brother?","['smile', 'front', 'get', 'brother', 'say', 'one']","['smile', 'front', 'get', 'brother', 'say', 'one']",service
Brava La Pizza Fresca!,"['pizza', 'brava', 'la', 'fresca']","['pizza', 'brava', 'la', 'fresca']",anecdotes/miscellaneous
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.","['simplic', 'eleg', 'someon', 'regardless', 'place', 'tast', 'present', 'kai', 'seafood', 'veget', 'portion', 'appreci', 'size', 'wonder']","['simplic', 'eleg', 'someon', 'regardless', 'place', 'tast', 'present', 'kai', 'seafood', 'veget', 'portion', 'appreci', 'size', 'wonder']",food
"The prices cannot be beat for the quality, quantity, freshness and taste.","['qualiti', 'cannot', 'tast', 'price', 'fresh', 'beat', 'quantiti']","['qualiti', 'cannot', 'tast', 'price', 'fresh', 'beat', 'quantiti']",price
"Check it out, it won't hurt your stomach or your wallet.","['stomach', 'check', 'hurt', 'wallet']","['stomach', 'check', 'hurt', 'wallet']",anecdotes/miscellaneous
"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.","['jet', 'turn', 'keep', 'drop', 'quickli', 'stuff']","['jet', 'turn', 'keep', 'drop', 'quickli', 'stuff']",anecdotes/miscellaneous
"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!","['place', 'best', 'gnochi', 'littl', 'awesom', 'kennsington', 'favorit', 'tonino', 'deliveri', 'honestli', 'ever']","['place', 'best', 'gnochi', 'littl', 'awesom', 'kennsington', 'favorit', 'tonino', 'deliveri', 'honestli', 'ever']",food
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,"['poor', 'qualiti', 'exorbit', 'servic', 'food', 'price', 'incred']","['poor', 'qualiti', 'exorbit', 'servic', 'food', 'price', 'incred']",food
I have been about 4 times and have always had a great meal.,"['time', 'alway', 'meal', 'great']","['time', 'alway', 'meal', 'great']",food
I go back in line like three times on average until I can't walk anymore.,"['three', 'anymor', 'back', 'time', 'like', 'go', 'walk', 'line', 'averag']","['three', 'anymor', 'back', 'time', 'like', 'go', 'walk', 'line', 'averag']",anecdotes/miscellaneous
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,"['get', 'reason', 'tasti', 'special', 'price', 'usual', 'dinner']","['get', 'reason', 'tasti', 'special', 'price', 'usual', 'dinner']",food
Horrible food and Horrible service.,"['servic', 'horribl', 'food']","['servic', 'horribl', 'food']",food
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,"['plenti', 'tri', 'wine', 'tabl', 'chees', 'fondu', 'grill', 'plate', 'wait']","['plenti', 'tri', 'wine', 'tabl', 'chees', 'fondu', 'grill', 'plate', 'wait']",food
Bleecker St Pizza is the best!,"['bleecker', 'st', 'best', 'pizza']","['bleecker', 'st', 'best', 'pizza']",anecdotes/miscellaneous
I DO NOT RECOMMEND THE HEARTLAND BREWERY.,"['breweri', 'recommend', 'heartland']","['breweri', 'recommend', 'heartland']",anecdotes/miscellaneous
They treated us well and the food was extremely fresh and well-prepared.,"['treat', 'food', 'fresh', 'well', 'extrem', 'us', 'prepar']","['treat', 'food', 'fresh', 'well', 'extrem', 'us', 'prepar']",food
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,"['sauc', 'basic', 'green', 'salad', 'exot', 'littl', 'delciou', 'ly', 'perfect', 'basil', 'sweet', 'tofu', 'peanut', 'fri']","['sauc', 'basic', 'green', 'salad', 'exot', 'littl', 'delciou', 'ly', 'perfect', 'basil', 'sweet', 'tofu', 'peanut', 'fri']",food
