reviews,lemmas,ufeat,aspectCategory
"Please take my advice, go and try this place.","['pleas', 'place', 'go', 'tri', 'advic', 'take']","['', 'place try']",anecdotes/miscellaneous
Service was on par but not wonderful.,"['par', 'wonder', 'servic']","['', 'service was']",service
for my birthday and we had an excellent time.,"['time', 'birthday', 'excel']","['we had', 'excellent time', 'time had']",anecdotes/miscellaneous
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,"['price', 'deliveri', 'pizzeria', 'area', 'often', 'higher', 'hour', 'take']","['most other', 'often take', 'prices are', 'deliveries take', 'other pizzerias', 'most pizzerias']",service
I went to Amma after a friend recommended it.,"['friend', 'amma', 'go', 'recommend']","['it recommended', 'i went', 'friend recommended']",anecdotes/miscellaneous
I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,"['nonsens', 'review', 'place', 'read', 'loud', 'peopl']","['places reviewing', ""i 'm"", 'i reading', 'people reviewing', 'too loud', 'some reading', 'it was', 'just reading']",anecdotes/miscellaneous
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,"['small', 'guess', 'kind', 'abl', 'group', 'busi', 'place', 'might', 'fit', 'kid']","['not are', 'they are', 'i guess', 'not too', 'group fit', 'small place', 'too busy']",ambience
Maybe tomorrow ;-),"['tomorrow', 'mayb']","['m', 'p', 't', 'y']",anecdotes/miscellaneous
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,"['good', 'pretti', 'think', 'sinc', 'menu', 'hot', 'would', 'whole', 'section', 'two', 'devot', 'also', 'dog', 'order']","['whole section', 'pretty good', 'we ordered', 'hot dogs', 'dogs ordered', 'they be', 'also ordered']",food
please don't fool us.,"['fool', 'us', 'pleas']","['us fool', ""n't fool""]",anecdotes/miscellaneous
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.","['sauc', 'chicken', 'bean', 'black', 'hunan', 'garlic']","['garlic sauce', 'chicken had', 'black bean', 'i had']",food
"Because of the delicate thin crust, take-out pies get soggy in their boxes.","['crust', 'soggi', 'get', 'box', 'delic', 'thin', 'pie', 'take']","['take pies', 'delicate thin', 'pies get', 'delicate crust', 'thin crust']",food
I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.,"['turn', 'exclus', 'rao', 'would', 'restaur', 'suspect']","['restaurant is', 'it turned', 'i suspect', ""n't turned""]",anecdotes/miscellaneous
The dish had like 6 pieces of beef in it.,"['piec', 'like', 'beef', 'dish']",['dish had'],food
"strike up a conversation with the attorney next to you, or with the local union worker on the other side.","['union', 'next', 'worker', 'convers', 'attorney', 'strike', 'local', 'side']","['conversation strike', 'local union', 'other side', 'local worker']",anecdotes/miscellaneous
We were then shooed inside.,"['shoo', 'insid']","['then shooed', 'we shooed']",service
We got in line and were served while in line a bannan fritter.,"['line', 'get', 'serv', 'fritter', 'bannan']",['we got'],anecdotes/miscellaneous
"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.","['spici', 'hand', 'rice', 'keep', 'water', 'eat', 'friend', 'might', 'littl', 'couteract']","['rice eat', 'eat more', 'keeping water', 'little spicy', 'which couteract', 'more rice', 'you couteract', 'water keeping', 'it been']",food
This place is always very crowded and popular.,"['crowd', 'alway', 'place', 'popular']","['very crowded', 'place is', 'always very']",ambience
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,"['appet', 'around', 'somewher', 'dish', 'main']","['dishes are', 'main dishes', 'appetizers are']",price
really depends on your luck!,"['realli', 'depend', 'luck']",['really depends'],anecdotes/miscellaneous
Just went here for my girlfriends 23rd bday.,"['rd', 'bday', 'girlfriend', 'go']",['just went'],anecdotes/miscellaneous
My wife and I went to Orsay for Valentine's dinner.,"['wife', 'dinner', 'valentin', 'orsay', 'go']","['i went', 'wife went']",anecdotes/miscellaneous
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.","['guy', 'eat', 'atmospher', 'somewher', 'food', 'go', 'know']","['i know', 'i go', ""n't know"", 'not for']",anecdotes/miscellaneous
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"['good', 'impli', 'name', 'call', 'cri', 'chip', 'far', 'chocol', 'mascarpon']","['far cry', 'they called', 'chocolate chips-good', 'what implies', 'it called', 'good chips', 'name implies']",food
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.","['gentleman', 'much', 'mayb', 'manag', 'tabl', 'ask', 'greet', 'smile', 'without', 'come', 'order']","['gentleman came', 'so much']",service
Very different than regular dimsum places.,"['dimsum', 'regular', 'differ', 'place']","['dimsum places', 'regular places', 'very different', 'regular dimsum']",anecdotes/miscellaneous
I have lived in NY for many years and have dined at many restaraunts.,"['year', 'live', 'ny', 'din', 'restaraunt', 'mani']","['many years', 'i lived', '']",anecdotes/miscellaneous
"When you enter, you feel like you have entered your mom's kitchen.","['mom', 'feel', 'kitchen', 'enter', 'like']","['you enter', 'you feel', 'kitchen entered', 'you entered']",ambience
"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.","['appet', 'cold', 'get', 'tire', 'begin', 'sit', 'restaur', 'order']","['', 'we were', 'we got', 'appetizers ordering', 'we sat']",anecdotes/miscellaneous
I've had pizza both times and the caprese salad appetizer.,"['appet', 'time', 'capres', 'pizza', 'salad']","['caprese appetizer', 'had pizza', 'caprese salad', 'salad appetizer', 'pizza had', 'i had']",anecdotes/miscellaneous
She lives nearby but had never gone to this establishment thinking that it might be too touristy.,"['think', 'establish', 'never', 'live', 'touristi', 'go', 'might', 'nearbi']","['she lives', 'never gone', 'too touristy', 'it be']",anecdotes/miscellaneous
He was terribly thirsty after the meal too.,"['terribl', 'meal', 'thirsti']","['he was', 'terribly thirsty']",food
And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.,"['ino', 'daili', 'eat', 'least', 'make', 'whole', 'visit', 'point', 'trip']","['her visit', 'i visit', 'it point', 'whole trip', 'once daily', 'not once', 'i make']",anecdotes/miscellaneous
"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.","['half', 'price', 'tuesday', 'saturday', 'night', 'special']","[""n't was"", 'half price', 'tuesday night', 'night special', 'i was', 'special night', ""n't there""]",anecdotes/miscellaneous
"In fact, it appears he is going to go postal at any moment.","['postal', 'fact', 'go', 'appear', 'moment']","['', 'he going']",service
There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,"['small', 'pasti', 'us', 'late', 'eat', 'somewher', 'end', 'group', 'look', 'weeknight', 'kinda']","['small group', 'eat kinda', 'we ended']",anecdotes/miscellaneous
for Meetball Night.,"['night', 'meetbal']","['m', 'p', 't', 'y']",anecdotes/miscellaneous
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.","['valu', 'restaur', 'get', 'food', 'place', 'like', 'chinatown']","['you get', 'you like', 'not is', 'chinatown restaurants', 'this is', 'food like']",anecdotes/miscellaneous
They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,"['saw', 'flyer', 'open', 'restraunt', 'anoth', 'parsipanni', 'banquet', 'hall', 'new', 'one', 'place', 'two', 'jersey', 'yonker']","['new jersey', 'banquet hall', 'which is', 'they opening', 'parsipanny new', 'more places', 'parsipanny jersey', 'places opening', 'i saw', 'flyer saw']",anecdotes/miscellaneous
Want to impress?,"['impress', 'want']","['m', 'p', 't', 'y']",anecdotes/miscellaneous
The selection changes frequently but the basic dishes are always available.,"['alway', 'frequent', 'select', 'basic', 'dish', 'avail', 'chang']","['basic dishes', 'dishes are', 'selection changes', 'always available']",food
We've lived in the area for more than 8 years.,"['year', 'area', 'live']","['we lived', 'more 8']",anecdotes/miscellaneous
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,"['pastrami', 'get', 'nosh', 'soup', 'sandwich', 'golden']","['pastrami sandwich', ""you 're"", 'soup get', 'nosh sandwich']",food
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,"['easier', 'say', 'dont', 'get', 'saet', 'lunch', 'make', 'mind']","['what makes', 'it easier', 'saet get', 'i mind', 'lunch- i', 'i have']",anecdotes/miscellaneous
My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,"['famili', 'holiday', 'spend', 'town', 'dinner', 'eat', 'would', 'last', 'night', 'member', 'friend', 'rather', 'christma', 'annual']","['last night', 'friends out-of-town', 'annual christmas', 'who spend', 'here last', 'rather spend', 'annual dinner', 'family ate', 'holidays spend']",anecdotes/miscellaneous
I grew up on these bagels.,"['bagel', 'grow']",['i grew'],anecdotes/miscellaneous
We were told that they were booked solid and no other table was available.,"['tell', 'book', 'tabl', 'avail', 'solid']","['other table', 'they booked', 'we told', 'table was']",service
The restaraurant is very small so reservations are a must.,"['small', 'restaraur', 'reserv', 'must']","['very small', 'reservations are', 'restaraurant is']",anecdotes/miscellaneous
Visited there while on vacation and reading the reviews.,"['visit', 'read', 'review', 'vacat']",['reviews reading'],anecdotes/miscellaneous
A one women show!,"['show', 'women', 'one']",['women show'],anecdotes/miscellaneous
You can't go wrong here.,"['wrong', 'go']","['you go', ""n't go""]",anecdotes/miscellaneous
At first i was rolling my ideas of yet another French place on the UES.,"['idea', 'anoth', 'place', 'ue', 'roll', 'french', 'first', 'yet']","['first i', 'i rolling', 'french place', 'ideas rolling']",anecdotes/miscellaneous
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.","['host', 'stand', 'tabl', 'set', 'clear', 'six', 'tri', 'hiss', 'rapido', 'right', 'busboy']","['he tried', 'hostess stood', 'table hissed', 'hissed rapido', 'rapido hissed']",service
In China the phrase for a good restaurant is hot and loud.,"['china', 'good', 'hot', 'phrase', 'loud', 'restaur']","['good restaurant', 'phrase is']",anecdotes/miscellaneous
After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,"['subpar', 'kensington', 'neighborhood', 'tonino', 'deal', 'find', 'pizza', 'littl']","['', 'neighborhood dealing', 'subpar pizza', 'toninos found', 'i found']",anecdotes/miscellaneous
I thought this place was totally overrated.,"['overr', 'place', 'think', 'total']","['', 'i thought', 'place overrated']",anecdotes/miscellaneous
then we ordered a dinosaur rolls and white tuna sashimi.,"['sashimi', 'white', 'roll', 'dinosaur', 'tuna', 'order']","['white tuna', 'rolls ordered', 'we ordered', 'white sashimi']",food
You won't find that anywhere in Manhattan.,"['manhattan', 'find', 'anywher']","[""n't find"", 'you find', 'that find']",anecdotes/miscellaneous
How do you rate home?,"['home', 'rate']",['you rate'],anecdotes/miscellaneous
I went here in the afternoon with a friend.,"['afternoon', 'friend', 'go']",['i went'],anecdotes/miscellaneous
Our first greeting when we entered was The last call is at 10:15.,"['call', 'last', 'enter', 'greet', 'first']","['greeting was', 'we entered', 'first greeting', 'last call']",service
Interior was so so.,['interior'],"['interior was', 'so so']",ambience
I'm partial to the Gnocchi.,"['gnocchi', 'partial']","[""i 'm""]",food
I guess the way my friends and I described it was The French Colonies.,"['way', 'guess', 'describ', 'friend', 'french', 'coloni']","['french colonies', 'i guess', 'way guess', 'it was', 'i described']",anecdotes/miscellaneous
they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,"['anniversari', 'call', 'tell', 'us', 'well', 'occas', 'night', 'abl', 'treat', 'friday', 'squeez', 'reserv']","['they treat', 'me squeeze', 'friday night', 'they were', 'i called', 'us treat', 'me told']",anecdotes/miscellaneous
Boy was I wrong!,"['boy', 'wrong']","['i wrong', 'i was', 'boy was']",anecdotes/miscellaneous
I visit New Green Bo when I have money or when I am broke.,"['green', 'break', 'money', 'new', 'visit', 'bo']","['i visit', 'i broke', 'new green', 'money have', 'new bo', 'bo visit', 'am broke', 'green bo', 'have money', 'i have']",price
