reviews,lemmas,lemmas,lemmas,aspectCategory
I had to ask her three times before she finally came back with the dish Ive requested.,"['time', 'dish', 'request', 'three', 'ive', 'ask', 'final', 'back', 'come']",finally came;dish ive;,i had;her ask;she came;i requested;,service
"Normally that would be improper, however they were all delicious and my host did not complain.","['delici', 'normal', 'complain', 'howev', 'improp', 'host', 'would']",not complain;,that be;they were;host complain;not complain;,food
Taxan delicious!,"['taxan', 'delici']",taxan delicious;,,food
"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.","['averag', 'night', 'rat', 'perhap', 'suprisingli']",suprisingly average;,it was;off night;it was;,anecdotes/miscellaneous
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).","['sandwich', 'place', 'reason', 'get', 'tripl', 'decker', 'size', 'want', 'price', 'nyc', 'unlik', 'portion', 'come']",other places;only come;reasonably-sized portion;,other places;sandwiches come;you want;triple decker;you get;what want;you want;sized portion;,food
"Southern Indian cuisine is still there, too.","['still', 'southern', 'indian', 'cuisin']",southern indian;indian cuisine;still there;,southern cuisine;cuisine is;,food
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.","['snob', 'small', 'kind', 'neighborhood', 'place', 'restaur', 'bother', 'need']",not bother;neighborhood kind;,snobs bother;not bother;this is;small kind;,anecdotes/miscellaneous
Have been dozens of times and never failed to enjoy the experience.,"['time', 'never', 'enjoy', 'experi', 'fail', 'dozen']",been dozens;never failed;,never failed;experience enjoy;,anecdotes/miscellaneous
They couldn't even make a salad that was appealing.,"['salad', 'appeal', 'even', 'make']",n't even;even make;,they make;n't make;salad make;that appealing;,food
For two people with tip was less than $25 bucks.,"['two', 'peopl', 'buck', 'tip', 'less']",,people was;less 25;,price
Killer Sushi!,"['killer', 'sushi']",,,food
Of course the reason its so packed is because the food is so delicious!,"['cours', 'delici', 'reason', 'food', 'pack']",so packed;so delicious;,reason is;food is;,food
"Staffs are not that friendly, but the taste covers all.","['tast', 'staff', 'cover', 'friendli']",,staffs are;not are;taste covers;all covers;,food
The jukebox plays everything from Italian Opera to The Strokes.,"['italian', 'jukebox', 'stroke', 'everyth', 'play', 'opera']",plays everything;italian opera;,jukebox plays;everything plays;italian opera;,ambience
And I've been to many NYC delis.,"['nyc', 'mani', 'deli']",many nyc;nyc delis;,i been;many delis;nyc delis;,anecdotes/miscellaneous
This place is always packed.,"['place', 'pack', 'alway']",always packed;,place is;,anecdotes/miscellaneous
Much of the time it seems like they do not care about you.,"['time', 'care', 'seem', 'like', 'much']",not care;,it seems;they care;not care;,service
Plus they made a perfect martini.,"['perfect', 'plu', 'martini', 'make']",perfect martini;,they made;perfect martini;martini made;,food
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,"['call', 'touch', 'french', 'exot', 'indian', 'sure', 'seem', 'food', 'would', 'fusion']",not sure;here indian;exotic touch;,i am;not am;i call;food call;it is;what seems;exotic touch;,food
"I've eaten thai many times, and am very familiar with the cuisine.","['thai', 'eat', 'time', 'cuisin', 'familiar', 'mani']",thai many;many times;very familiar;,i eaten;thai eaten;many times;,anecdotes/miscellaneous
The waiter was attentive.,"['attent', 'waiter']",,waiter was;,service
Their Margarita is best I've had since I've returned from Naples!,"['margarita', 'return', 'best', 'sinc', 'napl']",best i;i 've;,margarita is;i had;i returned;,food
I highly recommend the restaurant based on our experience last night.,"['highli', 'base', 'last', 'recommend', 'night', 'restaur', 'experi']",highly recommend;experience last;last night;,i recommend;restaurant recommend;last night;,anecdotes/miscellaneous
The tastes makes your mouth water for more.,"['tast', 'mouth', 'water', 'make']",mouth water;,tastes makes;water makes;,food
I came into the city to try out this restaurant because a friend had recommended it to my husband.,"['citi', 'husband', 'recommend', 'tri', 'restaur', 'friend', 'come']",,i came;restaurant try;friend recommended;it recommended;,anecdotes/miscellaneous
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!","['make', 'look', 'sake', 'purpl', 'us', 'request', 'list', 'haze', 'upon', 'extens']",sake list;n't listed;,list was;we looking;purple haze;which listed;n't listed;,food
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.","['way', 'italian', 'tabl', 'simpli', 'cram', 'restaur', 'list', 'wine', 'menu', 'overpric', 'typic', 'close']",crammed way;too close;italian restaurant;wine list;simply overpriced;,tables crammed;menu is;italian restaurant;list overpriced;,food
"All in all a wonderful experience, can't wait to come back.","['wait', 'back', 'experi', 'wonder', 'come']",wonderful experience;n't wait;,wonderful experience;n't wait;,anecdotes/miscellaneous
The food was actually aweful.,"['food', 'awe', 'actual']",actually aweful;,food was;,food
"after dining at B.O.G over twenty times now, its official !","['twenti', 'time', 'b', 'g', 'offici', 'din']",twenty times;,,anecdotes/miscellaneous
They are served with a free appetizer and the portions are perfect for lunch.,"['free', 'lunch', 'perfect', 'appet', 'serv', 'portion']",free appetizer;,they served;free appetizer;portions are;,food
There is actually space to breathe and the decor sets the tone for an intimate dinner.,"['space', 'breath', 'tone', 'set', 'dinner', 'decor', 'actual', 'intim']",,decor sets;tone sets;intimate dinner;,ambience
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,"['go', 'bite', 'around', 'die', 'servic', 'friday', 'great']",,we went;it died;service was;,service
"My husband and I both ordered the Steak, medium.","['steak', 'medium', 'husband', 'order']",,husband ordered;steak ordered;,food
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.","['sushi', 'season', 'rice', 'bland', 'disgust', 'furthermor']",was bland;,rice had;seasoning had;sushi was;,food
This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,"['reali', 'place', 'fresh', 'sushi', 'nice', 'cuisin', 'japanes', 'larg', 'menu', 'classic']",fresh sushi;nice large;large menu;japanese classic;classic cuisine;,place realy;fresh sushi;sushi realy;nice menu;large menu;japanese cuisine;classic cuisine;,food
The sushi is average and the prices are anything but.,"['averag', 'sushi', 'anyth', 'price']",are anything;,sushi is;prices are;,food
"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.","['attract', 'low', 'wife', 'spinach', 'shanghai', 'enjoy', 'mein', 'also']",also enjoyed;shanghai low;low mein;other attractions;,wife enjoyed;spinach enjoyed;shanghai mein;low mein;other attractions;,food
Owner must have coem on this website to give himself credit.,"['give', 'coem', 'credit', 'websit', 'owner', 'must']",,owner have;coem have;credit give;,anecdotes/miscellaneous
Turned out there was full service upstairs and sat down.,"['sit', 'servic', 'upstair', 'full', 'turn']",full service;,full service;,anecdotes/miscellaneous
I would go back.,"['would', 'go', 'back']",,i go;,anecdotes/miscellaneous
Definitely will be back!,"['definit', 'back']",,,anecdotes/miscellaneous
Several of the dim sum orders had about 6-8 pieces.,"['dim', 'sever', 'sum', 'piec', 'order']",6-8 pieces;,several had;dim orders;pieces had;,food
I'm not sure why these other reviewers are whining so much.,"['sure', 'review', 'much', 'whine']",not sure;other reviewers;so much;,i 'm;not 'm;other reviewers;reviewers whining;,anecdotes/miscellaneous
they live up to the thai way of living.,"['thai', 'way', 'live']",thai way;,they live;thai way;,anecdotes/miscellaneous
If you have a dumpling fetish i suggest you try some here!,"['fetish', 'tri', 'dumpl', 'suggest']",fetish i;,you have;dumpling fetish;fetish have;i suggest;you try;some try;,food
"Three page wine menu, one page entree and horedevous.","['entre', 'one', 'horedev', 'three', 'wine', 'menu', 'page']",,,food
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.","['owner', 'friendli', 'alway', 'accomod', 'consist', 'food', 'year', 'wonder', 'come']",consistently wonderful;always been;,food is;i coming;owner been;,food
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,"['call', 'promis', 'waiter', 'would', 'extermin', 'nonchal', 'dismay', 'expect', 'owner', 'apologet']",,waiters were;exterminator call;n't were;i expected;,service
"I live nearby and when they first opened, I ate there a lot.","['nearbi', 'eat', 'lot', 'first', 'open', 'live']",i live;first opened;i ate;,i live;they opened;i ate;,anecdotes/miscellaneous
And the food was fantastic.,"['food', 'fantast']",,food was;,food
This is the kind of place you'd like to take all your friends to and still keep a secret.,"['kind', 'keep', 'take', 'place', 'like', 'secret', 'friend', 'still']",still keep;,this is;you like;friends take;secret keep;,anecdotes/miscellaneous
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).","['style', 'pearl', 'sweet', 'place', 'sit', 'hong', 'milk', 'look', 'n', 'go', 'tea', 'tapioca', 'hot', 'tart', 'order', 'drink', 'friend', 'kong', 'convers']",hong-kong styled;styled milk;tapioca pearls;,you looking;drink have;sweet tart;styled milk;milk order;,food
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.","['fish', 'tuna', 'urchin', 'includ', 'recommend', 'boton', 'eel', 'shrimp', 'blue', 'fatti', 'yellow', 'asid', 'fin', 'chef', 'etc', 'sea', 'assort', 'torro', 'tail']",fish including;fatty yellow;yellow tail;blue fin;fatty tuna;,chef recommended;assortment recommended;fatty tail;yellow tail;blue fin;fatty tuna;,food
"They're also friendlier here, especially the owner, Kenny.","['kenni', 'also', 'owner', 'friendlier', 'especi']",also friendlier;,they 're;,service
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.","['room', 'particularli', 'forget', 'comfort', 'everyth', 'except', 'plate', 'seat']",not particularly;particularly comfortable;,room is;not is;you seated;you forget;what 's;,food
I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,"['see', 'dream', 'one', 'place', 'never', 'life', 'realli', 'waterbug', 'except', 'nyc', 'bad', 'live', 'mani']",never before;before seen;so many;many waterbugs;really bad;bad dream;,i lived;nyc in;never before;many waterbugs;waterbugs seen;bad dream;,anecdotes/miscellaneous
Winnie and her staff are the best crew you can find serving you.,"['winni', 'best', 'staff', 'crew', 'serv', 'find']",best crew;,winnie are;best crew;you find;you serving;,service
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.","['good', 'carozza', 'dish', 'saltimbocca', 'quit', 'chicken', 'eggplant', 'parmesan', 'phenomen', 'ambianc', 'minim', 'food', 'veal']",not phenomenal;quite good;eggplant parmesan;,ambiance is;food is;not is;dishes are;such as;eggplant parmesan;veal parmesan;,food
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.","['group', 'give', 'waiter', 'appet', 'us', 'item', 'host', 'ask', 'order']",not only;other items;not ordered;,host asked;waiter gave;what ordered;we ordered;other items;that ordered;not ordered;,service
