text,_id
You guys are awesome!,1796
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",2252
I loved this place!!,3679
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,3668
I care more about the food and ambience.,928
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",1794
Avoid at all costs.,3652
I would highly recommend this place to everyone for any occasion!,2853
The service is fantastic.,1163
I recommend that you try this hidden spot which will surely blowup very soon,216
The garlic mashed potatoes are hands down the best in the city!,1109
Food and service was okay.,899
"great for a romantic evening, or a fun evening with friends...",1349
The lamb meat was under-cooked and EXTRMELY CHEWY.,934
The best pad thai i've ever had.,2199
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",188
Great pizza and fantastic service.,1748
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,949
i would just ask for no oil next time.,390
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",885
I went there for lunch and it was not as good as I expected from the reviews I read.,1428
I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.,826
None of that yucky whipped stuff.,1053
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",1639
I ordered a Lassi and asked 4 times for it but never got it.,1417
Their coffee is quite good too!,3159
I would not recommend this place to anyone.,190
"great wine list (italian), good food, service was INITIALLY fine.",363
"Despite the fact that the space is large, they've overcrowded the floor with tables.",2856
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",1811
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",1030
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",2838
I had to ask her three times before she finally came back with the dish Ive requested.,3149
"Normally that would be improper, however they were all delicious and my host did not complain.",2780
Taxan delicious!,1782
"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",403
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",3696
"Southern Indian cuisine is still there, too.",3419
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",468
Have been dozens of times and never failed to enjoy the experience.,2876
They couldn't even make a salad that was appealing.,2655
For two people with tip was less than $25 bucks.,3570
Killer Sushi!,2129
Of course the reason its so packed is because the food is so delicious!,206
"Staffs are not that friendly, but the taste covers all.",3038
The jukebox plays everything from Italian Opera to The Strokes.,3365
And I've been to many NYC delis.,3708
This place is always packed.,2068
Much of the time it seems like they do not care about you.,1102
Plus they made a perfect martini.,2742
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,278
"I've eaten thai many times, and am very familiar with the cuisine.",3183
The waiter was attentive.,817
Their Margarita is best I've had since I've returned from Naples!,353
I highly recommend the restaurant based on our experience last night.,1932
The tastes makes your mouth water for more.,213
I came into the city to try out this restaurant because a friend had recommended it to my husband.,2214
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",2261
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",2772
"All in all a wonderful experience, can't wait to come back.",3458
The food was actually aweful.,2979
"after dining at B.O.G over twenty times now, its official !",3344
They are served with a free appetizer and the portions are perfect for lunch.,2399
There is actually space to breathe and the decor sets the tone for an intimate dinner.,3520
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,2263
"My husband and I both ordered the Steak, medium.",1902
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",341
This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,1649
The sushi is average and the prices are anything but.,1195
"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",3247
Owner must have coem on this website to give himself credit.,1693
Turned out there was full service upstairs and sat down.,1496
I would go back.,918
Definitely will be back!,1653
Several of the dim sum orders had about 6-8 pieces.,2387
I'm not sure why these other reviewers are whining so much.,3326
