reviews,lemmas,aspectCategory
Two wasted steaks -- what a crime!,"['two', 'steak', 'wast', 'crime']",food
The staff should be a bit more friendly.,"['bite', 'friendli', 'staff']",service
I absolutely suggest this place.,"['place', 'suggest', 'absolut']",anecdotes/miscellaneous
I think the meatball parm is good.,"['good', 'parm', 'meatbal', 'think']",food
"If you want good tasting, well seasoned latin food eat at Cabana and you can't go wrong.","['food', 'cabana', 'go', 'latin', 'season', 'tast', 'wrong', 'eat', 'good', 'well', 'want']",food
Definitely try the taglierini with truffles - it was incredible.,"['truffl', 'definit', 'tri', 'incred', 'taglierini']",food
"Also, the staff is very attentive and really personable.","['also', 'person', 'attent', 'realli', 'staff']",service
"Overall, this is a great new restaurant that has been consistently good every time I have been.","['overal', 'new', 'consist', 'time', 'restaur', 'good', 'great', 'everi']",anecdotes/miscellaneous
The gnocchi literally melts in your mouth!,"['mouth', 'gnocchi', 'liter', 'melt']",food
Had a great experience at Trio ... staff was pleasant; food was tasty and large in portion size - I would highly recommend the portobello/gorgonzola/sausage appetizer and the lobster risotto.,"['food', 'sausag', 'gorgonzola', 'lobster', 'would', 'risotto', 'pleasant', 'portobello', 'size', 'recommend', 'experi', 'portion', 'appet', 'larg', 'highli', 'tasti', 'trio', 'great', 'staff']",service
"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana.","['chicken', 'classic', 'entre', 'parmigiana', 'like', 'alfredo', 'includ', 'fettuccin', 'lasagna']",food
"The food is good, the teriyaki I recommend.","['food', 'good', 'teriyaki', 'recommend']",food
Meal was very expensive for what you get.,"['expens', 'meal', 'get']",food
Try the Peanut Butter Sorbet and the pizza with soy cheese!,"['chees', 'sorbet', 'tri', 'pizza', 'butter', 'soy', 'peanut']",food
"Good food at the right price, what more can you ask for.","['food', 'ask', 'price', 'good', 'right']",food
"We love it, and took buses and cabs to get there.","['take', 'bu', 'cab', 'get', 'love']",anecdotes/miscellaneous
"If you' re in New York, you do not want to miss this place.","['miss', 'york', 'new', 'place', 'want']",anecdotes/miscellaneous
"The food is top notch, the service is attentive, and the atmosphere is great.","['food', 'attent', 'atmospher', 'top', 'notch', 'servic', 'great']",food
"I've been coming here on and off for the past five years and I have to say that La Lanterna has never, ever dissapointed me.","['say', 'never', 'five', 'come', 'lanterna', 'ever', 'past', 'la', 'dissapoint', 'year']",anecdotes/miscellaneous
"Great food, great waitstaff, great atmosphere, and best of all GREAT beer!","['food', 'beer', 'waitstaff', 'atmospher', 'best', 'great']",food
this is still one of my most favorite restaurants in the area the food is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.,"['food', 'restaur', 'excel', 'great', 'inexpens', 'special', 'atmospher', 'still', 'favorit', 'kimono', 'one', 'good', 'shrimp', 'area']",food
"My husband and I moved to Nolita 6 years ago and for as long as we have lived here, Peasant has been our favorite!","['long', 'nolita', 'husband', 'move', 'live', 'favorit', 'ago', 'year', 'peasant']",anecdotes/miscellaneous
The whole experience was satisfying.,"['satisfi', 'whole', 'experi']",anecdotes/miscellaneous
"However, it was worth the visit.","['howev', 'visit', 'worth']",anecdotes/miscellaneous
The menu is interesting and quite reasonably priced.,"['interest', 'quit', 'menu', 'price', 'reason']",food
The food was delicious and clearly fresh ingredients were used.,"['food', 'use', 'fresh', 'clearli', 'ingredi', 'delici']",food
This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.,"['food', 'obvious', 'make', 'obviou', 'fresh', 'cook', 'reheat', 'hand']",food
Appetizer are excellent here; you can make a great (and inexpensive) meal out of them.,"['make', 'excel', 'inexpens', 'meal', 'appet', 'great']",food
The spicy mussels are a highlight.,"['spici', 'mussel', 'highlight']",food
Also get the Onion Rings -- best we've ever had.,"['onion', 'also', 'ring', 'ever', 'get', 'best']",food
Would not return for the amount we paid.,"['amount', 'return', 'pay', 'would']",price
"However, being foodies, we were utterly disappointed with the food.","['food', 'utterli', 'foodi', 'howev', 'disappoint']",food
"Huge portions, great and attentive service, and pretty good prices.","['attent', 'portion', 'servic', 'pretti', 'price', 'good', 'huge', 'great']",food
I was highly disappointed by their service and food.,"['food', 'highli', 'servic', 'disappoint']",service
"I complained to the waiter and then to the manager, but the intensity of rudeness from them just went up.","['waiter', 'manag', 'rude', 'go', 'complain', 'intens']",service
The food is great and the milkshakes are even better!,"['food', 'even', 'better', 'milkshak', 'great']",food
Stay away if you're claustrophobic,"['claustrophob', 'away', 'stay']",ambience
"If you're in the 'hood, definitely stop in.","['stop', 'definit', 'hood']",anecdotes/miscellaneous
the mushroom barley soup is amazing.,"['amaz', 'soup', 'barley', 'mushroom']",food
"On the recommendation of a friend, I checked out Arezzo with my wife.","['wife', 'arezzo', 'recommend', 'friend', 'check']",anecdotes/miscellaneous
"I'm glad I did as the food was very good and the staff was friendly, courteous and efficient.","['food', 'courteou', 'friendli', 'effici', 'good', 'glad', 'staff']",food
Their duck here is also absolutely delicious.,"['duck', 'delici', 'also', 'absolut']",food
This is definitely one of the places that I have continued to come back to over the years.,"['definit', 'come', 'year', 'back', 'continu', 'one', 'place']",anecdotes/miscellaneous
"While it was large and a bit noisy, the drinks were fantastic, and the food was superb.","['food', 'bite', 'superb', 'noisi', 'drink', 'larg', 'fantast']",ambience
One caveat: Some of the curried casseroles can be a trifle harsh.,"['curri', 'harsh', 'trifl', 'one', 'casserol', 'caveat']",food
I wasn't impressed and it wasn't SPICEY????,"['spicey', 'impress']",food
The food was almost always EXCELLENT.,"['food', 'excel', 'almost', 'alway']",food
I was pleasently surprised at the taste.,"['pleasent', 'surpris', 'tast']",food
"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great choice for seafood lovers.","['long', 'crowd', 'choos', 'make', 'seafood', 'nice', 'cuisin', 'mare', 'get', 'devot', 'space', 'choic', 'lover', 'great', 'singlemind']",ambience
I never had an orange donut before so I gave it a shot.,"['never', 'donut', 'orang', 'shoot', 'give']",food
"they really provide a relaxing, laid-back atmosphere.","['provid', 'atmospher', 'back', 'relax', 'lay', 'realli']",ambience
This particular location certainly uses substandard meats.,"['certainli', 'use', 'meat', 'particular', 'substandard', 'locat']",food
I stumbled upon this resteraunt on my way home from the subway.,"['resteraunt', 'home', 'stumbl', 'upon', 'subway', 'way']",anecdotes/miscellaneous
The Management was less than accomodating.,"['accomod', 'less', 'manag']",service
The ambience is also more laid-back and relaxed.,"['also', 'ambienc', 'back', 'relax', 'lay']",ambience
the teas are great and all the sweets are homemade.,"['homemad', 'sweet', 'tea', 'great']",food
mojitos and the service are the best part in there,"['best', 'part', 'mojito', 'servic']",food
"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.","['classic', 'sandwich', 'success', 'like', 'salad', 'lemon', 'burger', 'dress', 'cobb']",food
this restaurant is absolutely beautiful.,"['restaur', 'beauti', 'absolut']",anecdotes/miscellaneous
The design is very intimate and romantic.,"['romant', 'design', 'intim']",ambience
The food was wonderful and imaginative.,"['food', 'imagin', 'wonder']",food
The staff is very sharp and they look good too.,"['good', 'look', 'sharp', 'staff']",service
The worst though was the taste.,"['tast', 'worst', 'though']",food
"They were dry, stale and pretty flavorless.","['flavorless', 'dri', 'pretti', 'stale']",food
The fajita we tried was tasteless and burned and the mole sauce was way too sweet.,"['tri', 'fajita', 'sweet', 'burn', 'way', 'tasteless', 'sauc', 'mole']",food
Stay with the roasted chickens and you'll be fine.,"['roast', 'chicken', 'stay', 'fine']",food
"The atmosphere is warm, comfortable, artsy and sexy.","['sexi', 'warm', 'atmospher', 'comfort', 'artsi']",ambience
"The food is great (big selection, reasonable prices) and the drinks are really good.","['food', 'select', 'great', 'drink', 'realli', 'price', 'good', 'big', 'reason']",food
The steak melted in my mouth.,"['steak', 'mouth', 'melt']",food
"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it.","['food', 'take', 'waiter', 'make', 'minut', 'joke', 'come', 'cute', 'friendli', 'extra']",service
"Most importantly, it is reasonably priced.","['price', 'importantli', 'reason']",price
"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.","['food', 'select', 'use', 'excel', 'much', 'atmospher', 'choic', 'restaur', 'great']",food
"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste.","['short', 'tast', 'dessert', 'skip', 'fell', 'overpric', 'suggest']",food
"Food was decent, but not great.","['food', 'decent', 'great']",food
I have no idea why this restaurant is so often overlooked.,"['restaur', 'idea', 'overlook', 'often']",anecdotes/miscellaneous
"From the moment you walk in, you feel like you're in the perfect place.","['moment', 'like', 'perfect', 'feel', 'walk', 'place']",anecdotes/miscellaneous
i dont know what some people who rave about this hot dog are talking about.,"['hot', 'dont', 'dog', 'talk', 'rave', 'peopl', 'know']",food
it is a hidden delight complete with a quaint bar and good food.,"['food', 'delight', 'complet', 'hide', 'bar', 'quaint', 'good']",food
"I find that most Kosher restaurants are average to good, but this has been the best I've eaten so far.","['far', 'find', 'kosher', 'eat', 'averag', 'best', 'restaur', 'good']",anecdotes/miscellaneous
The waiters ALWAYS look angry and even ignore their high-tipping regulars.,"['waiter', 'high', 'even', 'angri', 'look', 'ignor', 'regular', 'tip', 'alway']",service
"the atmosphere is very nice, and a welcome escape from the rest of the SI mall.","['escap', 'welcom', 'nice', 'atmospher', 'mall', 'rest', 'si']",ambience
"Yes, they're a bit more expensive then typical, but then again, so is their food.","['food', 'expens', 'ye', 'bite', 'typic']",price
"Not terrible, but not the restaurant in the reviews of 2002.","['restaur', 'review', 'terribl']",anecdotes/miscellaneous
"I can say that the wraps, burgers and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money.","['say', 'fresh', 'money', 'margareta', 'well', 'mango', 'salad', 'worth', 'burger', 'tasti', 'wrap']",food
It was delicious and large!,"['larg', 'delici']",food
"Anywhere else, the prices would be 3x as high!","['high', 'would', 'anywher', 'els', 'x', 'price']",price
The service we experienced was friendly and good.,"['good', 'friendli', 'servic', 'experi']",service
Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.,"['waiter', 'work', 'didnt', 'support', 'friendli', 'shame', 'staff']",service
The folding chair I was seated at was uncomfortable.,"['chair', 'seat', 'fold', 'uncomfort']",ambience
As we waited I watched 3 seperate groups of diners discuss how dissapointed they also were.,"['diner', 'also', 'wait', 'watch', 'seper', 'group', 'dissapoint', 'discuss']",anecdotes/miscellaneous
An excellent choice in midtown.,"['midtown', 'choic', 'excel']",anecdotes/miscellaneous
Service was among the best I have ever had in NYC.,"['nyc', 'among', 'ever', 'best', 'servic']",service
The fettucino alfredo was amazing.,"['alfredo', 'fettucino', 'amaz']",food
The food was very good and I was pleasantly surprised to see so many vegan options.,"['food', 'see', 'mani', 'pleasantli', 'option', 'surpris', 'vegan', 'good']",food
I know real Indian food and this wasn't it.,"['food', 'real', 'know', 'indian']",food
"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on...","['chop', 'smoke', 'veal', 'tri', 'lamb', 'trout', 'sure', 'rabbit', 'gratin', 'potato']",food
"Even when the chef is not in the house, the food and service are right on target.","['food', 'even', 'target', 'hous', 'chef', 'servic', 'right']",food
Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.,"['benedict', 'mussel', 'even', 'do', 'everyth', 'hamburg', 'tasti', 'well', 'egg']",food
"The waiters were very professional, courteous and attentive.","['waiter', 'attent', 'profession', 'courteou']",service
My boyfriend and I went here last night and LOVED it!,"['boyfriend', 'go', 'last', 'love', 'night']",anecdotes/miscellaneous
The falafal was rather over cooked and dried but the chicken was fine.,"['chicken', 'cook', 'rather', 'falaf', 'dri', 'fine']",food
