lemmas,bigrams
"['week', 'din', 'return', 'fantast', 'experi']",fantastic dining;same week;
"['usual', 'busi', 'though', 'fair', 'servic', 'even', 'good', 'attent', 'quick', 'still', 'food']",still is;usually very;very busy;
"['delici', 'absolut', 'place', 'ador', 'food']",absolutely adorable;
"['get', 'shrimp', 'husband', 'chicken', 'order', 'garlic', 'teriyaki']",garlic shrimp;
"['mall', 'japanes', 'better', 'court', 'food']",better japanese;japanese food;
"['drop', 'outsid', 'staff', 'extrem', 'even', 'member', 'replac', 'drink', 'friendli']",extremely friendly;even replaced;
"['let', 'atmospher', 'cool']",
"['like', 'artif', 'peopl', 'fact', 'appeas', 'sashimi', 'use', 'lobster', 'big', 'enough', 'portion', 'meat']",sashimi portion;most people;i did;n't like;artifical lobster;
"['fresh', 'crust', 'make', 'ingredi', 'yummi', 'realli', 'wheat', 'pizza']",crusted pizza;really fresh;yummy ingredients;
"['dedic', 'pleasant', 'present', 'prepar', 'prompt', 'well', 'dinner', 'servic', 'seafood', 'joint', 'food', 'love']",lovely dinner;dedicated seafood;
"['ice', 'sweet', 'cake', 'light', 'make', 'creami', 'ultra', 'fluffi']",not ultra;ultra sweet;
"['slice', 'time', 'staff', 'store', 'buy', 'harri', 'let', 'final', 'expens']",finally let;expensive slices;harried staff;
"['leav', 'restaur', 'staff', 'though', 'empti', 'essenti', 'even', 'wait', 'rest', 'ignor', 'larg', 'end']",just leave;essentially being;wait staff;largely empty;
"['region', 'list', 'extens', 'cover', 'wine', 'well', 'alot', 'price']",wine list;well priced;
"['fresh', 'want', 'salad', 'type', 'imagin', 'go', 'tasti']",tasty salads;
"['place', 'even', 'everyth', 'bathroom', 'ador']",
"['decent', 'speedi', 'deliv', 'repast', 'enjoy', 'ensur', 'servic', 'combin', 'friendli', 'food', 'price', 'great']",great food;friendly service;enjoyable repast;
"['waiter', 'sidewalk', 'pull', 'suspici', 'make', 'us', 'tri']",have waiters;
"['visit', 'want', 'meal', 'opportun', 'authent', 'italian']",only opportunity;authentic italian;italian meal;
"['get', 'year', 'think', 'ever', 'least', 'make', 'take', 'wait', 'around', 'worth', 'parisi', 'pizza']",making pizza;least i;n't think;ever made;
"['medium', 'simpl', 'steak', 'rare', 'ask']",simple medium;medium rare;rare steak;
"['falafel', 'style', 'wrap', 'chees', 'salad', 'dish', 'organ', 'gener', 'scrumptiou', 'layer', 'walnut', 'burger', 'garnish', 'jerusalem', 'market', 'grill', 'beet', 'goat', 'popular', 'mediterranean', 'equal']",generously garnished;organic grilled;grilled burgers;most popular;popular dish;jerusalem market-style;market-style falafel;mediterranean salads;equally scrumptious;
"['waiter', 'probabl', 'new', 'worst', 'know', 'talk', 'york', 'former', 'din', 'experi']",worst dining;dining experience;new york;former waiter;so i;i know;i 'm;
"['red', 'velveti', 'textur', 'nice', 'hint', 'soft', 'result', 'cocoa', 'velvet', 'great']",red velvet;great texture;nice hint;
"['tabl', 'next', 'round', 'corner', 'larg', 'window', 'ask']",corner table;table next;large window;
"['heatlhi', 'twist', 'full', 'flavor', 'pizza']",
"['ac', 'although', 'lack', 'million', 'fact', 'swarm', 'one', 'push', 'slight', 'turn', 'polit', 'everyon', 'bodi']",slight turn;
"['visit', 'much', 'two', 'pie', 'compani', 'anyon', 'rude', 'locat', 'littl', 'servic', 'discourag', 'sale', 'central', 'love', 'review', 'peopl', 'due', 'write', 'els', 'must', 'grand']",little pie;pie company;as much;written reviews;discourage anyone;grand central;central location;location due;rude service;
"['unless', 'like', 'neighborhood', 'live', 'locat', 'hide', 'treasur', 'conveni', 'unfortun']",convenient location;hidden treasure;
"['effort', 'like', 'display', 'qualiti', 'make', 'seem', 'food']",n't seem;
"['mostli', 'fri', 'though', 'simpl', 'food', 'deep', 'satisfi']",mostly deep-fried;
"['neighborhood', 'sinc', 'first', 'live', 'week', 'day', 'go', 'open', 'twice']",there twice;first opened;
"['food', 'restaur', 'standard', 'glechik', 'cozi', 'russian', 'simpli', 'way', 'tini', 'might', 'great']",be way;too tiny;russian standards;simply great;
"['fresh', 'absolut', 'cuisin', 'excel', 'make', 'food', 'authent', 'italian']",authentic italian;italian cuisine;absolutely fresh;
"['discov', 'jewel', 'night', 'turn', 'hide', 'wait', 'atmosher', 'chang']",atmoshere changes;hidden jewel;
"['time', 'get', 'like', 'heaven', 'window', 'date', 'great', 'food', 'vip', 'crowd', 'place', 'booth', 'servic', 'romant', 'go', 'treat', 'walk']",other times;times i;i 've;romantic date;not-crowded place;great food;
"['like', 'would', 'better', 'way', 'coffe', 'go', 'starbuck']",only go;is way;
"['regular', 'costum', 'door', 'next', 'hut', 'use', 'dosa', 'open', 'right', 'pongal']",regular costumer;dosa hut;right next;next door;
"['disappoint', 'list', 'new', 'vintag', 'somewhat', 'wine']",somewhat disappointing;disappointing wine;wine list;only new;new vintages;
"['get', 'restaur', 'similar', 'noth', 'good']",very good;n't get;similar restaurant;
"['high', 'place', 'dash', 'ghetto', 'sceneri', 'bx', 'cheap', 'look', 'food', 'price', 'nasti']",nasty high;priced food;ghetto scenery;scenery cheap;cheap bx;
"['big', 'hamburg', 'new', 'least', 'mac', 'better', 'special', 'sauc', 'ok']",new hamburger;special sauce;least better;big mac;
"['perfectli', 'pasta', 'dent', 'al', 'gener', 'sauc', 'portion', 'drown']",perfectly al;al dente;not drowned;generous portions;
"['chines', 'like', 'restaur', 'serv', 'area', 'better', 'uptown', 'food', 'price', 'midtown', 'understand']",chinese restaurants;midtown/uptown area;
"['aw', 'mostli', 'staff', 'night', 'servic', 'overwhelm', 'saturday']",saturday night;
"['keeper', 'owner', 'job', 'good', 'guy', 'place']",good job;
"['love', 'owner', 'simpli', 'friendli']",simply lovely;
"['wonder', 'warm', 'littl', 'place', 'welcom']",little place;wonderfully warm;warm welcoming;
"['quick', 'perfect', 'meal']",quick meal;
"['watch', 'local', 'sport', 'famili', 'yet', 'event', 'warmth', 'place', 'great']",family local;great place;sporting events;
"['whole', 'servic', 'birthday', 'deal', 'great']",whole great;great deal;
"['get', 'staff', 'food', 'authent', 'italian']",% italian;as authentic;
"['bad', 'fortun', 'complaint', 'cooki', 'visit', 'predict', 'kar', 'luck', 'never', 'might']",only complaint;never had;predict bad;bad luck;visited kar;
"['quick', 'lunch', 'sushi', 'good']",quick sushi;
"['patio', 'sit', 'back', 'mojito']",back patio;
"['half', 'nice', 'smile', 'slow', 'full', 'servic', 'would', 'place', 'dread']",dreadfully slow;only half;half full;
"['excel', 'lamb', 'consist', 'brais', 'meal', 'potato', 'saturday', 'mash', 'shank', 'go', 'past']",i went;past saturday;excellent meal;braised lamb;mashed potatoes;
"['come', 'lunch', 'eat', 'soy', 'sauc', 'waitress', 'pick']",
"['like', 'want', 'seem', 'bar', 'sit', 'bartend']",n't seem;
"['chicken', 'fri', 'beef', 'dumpl', 'rice', 'orang', 'reccomend', 'pork']",i reccomend;fried pork;fried rice;
"['menu', 'choic', 'dissapoint']",not be;
"['terrif', 'fri', 'dip', 'kalmata', 'french']",french fries;
"['pay', 'manag', 'ever', 'complain', 'hour', 'would', 'wait', 'tell', 'drink', 'believ', 'minut', 'bartend', 'spill']",ever believe;20-30 minutes;just paid;
"['without', 'impos', 'cover', 'wide', 'win', 'varieti', 'boutiqu', 'select']",wide variety;being imposeing;
"['back', 'get', 'chanc', 'chill', 'privat', 'lucki', 'realli', 'go', 'parti']",private party;really chill;
"['wrap', 'assort', 'also', 'mood', 'tradit', 'fare', 'mediterranean', 'great']",also have;great assortment;traditional mediterranean;
"['sort', 'falafel', 'much', 'chees', 'lamb', 'soup', 'medley', 'eastern', 'rice', 'veget', 'fooood', 'soooo', 'delici', 'spinach', 'root', 'fish', 'veggi', 'kebab', 'baclava', 'middl', 'spread', 'thing', 'fresh']",fresh veggies;middle eastern;eastern spreads;spinach thing;lamb kebabs;cheese baclava;soooo much;much fooood;
"['wonder', 'saketini', 'disappointingli', 'menu', 'take', 'bar']",wonderful saketini;
"['sport', 'sheep', 'kitsch', 'short', 'distinguish', 'ornat', 'herd', 'bar', 'butch', 'mix', 'look', 'black', 'midtown', 'pub']",black sheep;midtown pub;ornate kitsch;
"['back', 'blackboard', 'martini', 'would', 'definit', 'go', 'exot']",definitely go;exotic martinis;
"['certainli', 'beat', 'path', 'locat', 'worth', 'trip']",beaten path;
"['tabl', 'fuss', 'peopl', 'make', 'abl', 'either', 'chair', 'addit', 'end', 'add']",not being;additional people;
"['happi', 'atmospher', 'servic', 'hour', 'reflect', 'cheap']",happy hour;so cheap;not reflect;
"['waiter', 'order', 'forget', 'brusqu', 'give', 'hour', 'almost', 'wait', 'tell', 'kitchen', 'us']",brusquely told;
"['quailiti', 'atmospher', 'avenu', 'th', 'nice', 'one', 'step', 'mediocr', 'place', 'mundan']",mediocre places;
"['space', 'bare', 'crowd', 'area', 'treat', 'resid', 'mix', 'cheap', 'quick', 'price', 'dirt', 'student', 'narrow', 'tasti']",tasty treats;dirt-cheap prices;
"['vari', 'give', 'menu', 'tri', 'typic', 'french']",typical french;
"['lunchtim', 'get', 'back', 'seat', 'crowd', 'nice', 'lot', 'work', 'everyon']",are lots;so nice;
"['small', 'great', 'afford', 'enjoy', 'night', 'group', 'valu', 'fun', 'spot']",great affordable;affordable spot;small group;
"['restaur', 'qualiti', 'custom', 'top', 'templ', 'citi', 'treat', 'posit', 'proper', 'search', 'entir', 'review', 'attitud', 'way', 'compet', 'neg', 'probabl', 'realiz', 'jealou', 'deliv', 'food']",negative reviews;jealous competing;competing restaurants;n't compete;entire positive;positive attitude;proper way;top quality;
"['come', 'finish', 'pay', 'order', 'glass', 'eat', 'wine']",finished eating;
"['none', 'wow', 'good', 'flavor']",
"['hang', 'nice', 'excel', 'friend', 'servic', 'take', 'overal', 'place']",nice place;few friends;
"['restaur', 'qualiti', 'excel', 'good', 'food', 'price']",excellent quality;good restaurant;
"['actual', 'seem', 'work', 'everyon', 'annoy']",there seemed;
"['get', 'burrito', 'buck', 'eleven', 'margarita', 'dessert', 'taco', 'gigant']",about eleven;eleven bucks;gigantic burrito;
"['space', 'feel', 'tradit']",
"['restaur', 'reserv', 'empti', 'give', 'complet', 'dirti', 'look', 'ask']",completely empty;dirty look;
"['small', 'interior', 'team', 'actual', 'averag', 'owner', 'tag', 'unpleasantri', 'rude', 'hearti', 'whilst', 'mediocr', 'guffaw', 'din', 'kind', 'let', 'food', 'snotti']",be kind;so rude;snotty i;actually let;
"['servic', 'valu', 'good', 'wait', 'never', 'line', 'food', 'great']",good service;great food;good value;never have;
"['hot', 'mcmuffin', 'like', 'cake', 'sandwich', 'offer', 'egg', 'avail', 'breakfast']",hot cakes;
"['food', 'restaur', 'year', 'averag', 'servic', 'inconsist', 'go', 'past']",
"['leav', 'superb', 'convers', 'fascin', 'make', 'room', 'music', 'drink', 'bartend']",left room;superb drinks;
"['ice', 'set', 'dish', 'night', 'rice', 'drink', 'add', 'noodl', 'rare', 'exceed', 'refresh']",noodle dishes;rarely exceed;
"['meet', 'cuisin', 'asian', 'bill', 'fusion']",asian fusion;n't meet;
"['like', 'element', 'salad', 'dish', 'king', 'vinaigrett', 'creativ', 'seafood', 'unexpect', 'sauc', 'bistro', 'fruit', 'rosemari', 'otherwis', 'fettuccin', 'passion', 'crab', 'predict', 'menu', 'grill', 'orang']",creative dishes;king crab;grilled seafood;unexpected elements;otherwise predictable;predictable bistro;
"['subtli', 'rib', 'true', 'sweet', 'honey', 'asterisk', 'mustard', 'short', 'roy', 'mark', 'beef', 'crust', 'classic', 'dish', 'menu', 'mahi', 'macadamia', 'tri', 'denot', 'recip']",tried-and-true recipes;macadamia-crusted mahi;subtly sweet;sweet honey-mustard;honey-mustard beef;beef short;short ribs;
"['freebi', 'delect', 'sesam', 'cold', 'order', 'noodl']",cold sesame;
"['come', 'fresh', 'get', 'restaur', 'freez', 'serv', 'eat', 'meal', 'enjoy', 'margin', 'expect', 'food', 'great']",great meal;marginally so-so;so-so food;just so;so freezing;n't enjoy;
"['lone', 'argentin', 'chorizo', 'like', 'sell', 'heavi', 'one', 'appet', 'store', 'flavor', 'sausag', 'italian', 'fennel', 'lb']",heavy fennel;italian sausage;
"['famili', 'noth', 'nice', 'amaz', 'swifti', 'friend', 'dinner', 'go']",i went;very nice;nice dinner;
"['best', 'prompt', 'east', 'upper', 'good', 'valu', 'deliveri', 'chines']",best chinese;upper east;prompt delivery;good value;
"['actual', 'pretti', 'mayonais', 'sandwich', 'soy', 'make', 'good']",actually pretty;pretty good;
"['tabl', 'one', 'rude', 'host', 'group', 'day', 'go', 'greet', 'ask']",i went;very rude;rude hostess;
"['awesom', 'cab', 'dinner', 'take', 'worthwhil', 'chelsea']",awesome dinner;
"['come', 'boat', 'know', 'staff', 'young', 'wine', 'practic', 'hip', 'food', 'authent']",not only;only is;food authentic;here are;practically off-the-boat;
"['neighborhood', 'clientel', 'lowkey', 'nice', 'interest', 'win', 'tapa', 'music', 'good', 'select', 'hip', 'primarili', 'spanish']",good music;nice tapas;interesting selection;primarily spanish;lowkey hip;
"['sesam', 'cold', 'shrimp', 'chicken', 'dumpl', 'dish', 'food', 'love', 'noodl', 'great']",i love;cold sesame;
"['come', 'back', 'keep', 'well', 'food']",
"['get', 'three', 'well', 'hour', 'wait', 'entre', 'treat']",as well;
"['make', 'place', 'convers', 'fun']",fun place;
"['base', 'although', 'duck', 'well', 'littl', 'refer', 'confitt', 'gf', 'solid']",very solid;little base;
"['delight', 'list', 'atmospher', 'superb', 'convers', 'perfect', 'tapa', 'quiet', 'good', 'wine']",wine list;quiet atmosphere;good conversation;
"['eat', 'gourmet', 'fast', 'food', 'price']",gourmet food;fast food;
"['food', 'wonder', 'reason', 'three', 'locat', 'alway', 'servic', 'price', 'realli', 'eat', 'love']",always love;always wonderful;really reasonable;
"['alway', 'food', 'pregnant', 'delici']",here is;always delicious;
"['head', 'movi', 'meal', 'weekend', 'great']",great meal;
"['amaz', 'servic', 'recent', 'birthday', 'food', 'parti']",here recently;
"['fresh', 'coupl', 'includ', 'also', 'huge', 'altern', 'dinner', 'menu', 'varieti', 'offer', 'seafood', 'non', 'entre', 'steak', 'meat', 'great']",great entrees;fresh seafood;huge steaks;non-meat alternatives;
"['food', 'restaur', 'fanci', 'make', 'menu', 'hard', 'tri', 'place', 'strangest']",strangest menu;too hard;fancy food;
"['servic', 'appet', 'ok', 'slow']",
"['worth', 'food', 'price']",
"['back', 'assault', 'year', 'place', 'bring', 'send', 'give', 'old', 'grandmoth', 'say', 'polit', 'way', 'entre', 'waitress', 'verbal', 'wrong', 'lip']",wrong entree;then verbally;verbally assaults;year old;old grandmother;
"['price', 'terribl']",not terrible;
"['bill', 'add', 'automat', 'gratuiti']",automatically added;
"['come', 'halibut', 'meal', 'posit', 'cheek', 'appet', 'gener', 'gra', 'say', 'portion', 'foie', 'thing']",halibut cheek;cheek appetizer;generous portion;only positive;positive thing;
"['also', 'excel', 'snack', 'plaintain', 'good', 'food', 'empenada', 'afternoon']",also have;have empenadas;
"['pasta', 'amaz', 'appet', 'special', 'number']",
"['mcnugget', 'like', 'also', 'chicken', 'salad', 'sandwich', 'favorit', 'mcdonald', 'entre', 'includ', 'filet', 'option', 'big', 'french', 'mac', 'fish', 'famou', 'size', 'lighter', 'time', 'fri', 'avail']",all-time favorites;big mac;chicken mcnuggets;filet-o-fish sandwich;famous french;french fries;lighter options;entree-sized salads;also available;
"['nois', 'intrus', 'loud', 'somewhat', 'minim', 'although']",somewhat loud;minimally intrusive;
"['pizza', 'much', 'basic', 'look', 'go', 'joint']",basic pizza;not much;
"['tabl', 'elbow', 'comfort', 'bump', 'better', 'close', 'patron']",better be;comfortable bumping;bumping elbows;other patrons;
"['find', 'jewel', 'area', 'monday', 'work', 'lunch', 'rare', 'film']",rare jewel;
"['much', 'scene', 'enough', 'great']",not too;too much;great scene;
"['like', 'new', 'feel', 'york', 'make', 'eat']",new york;
"['time', 'settl', 'dozen', 'night', 'monday', 'final', 'walk']",finally settled;monday night;
"['judg', 'hi', 'read', 'enjoy', 'sure', 'expect', 'sum', 'tri', 'review']",n't read;n't have;hi expectations;
"['go', 'greet', 'one', 'us']",
"['bar', 'blue', 'area', 'dig']",blue bar;
"['time', 'get', 'leav', 'spend', 'much', 'elbow', 'wait', 'around']",so much;much time;
"['get', 'dine', 'area', 'upstrair', 'week', 'establish', 'opportun', 'din', 'ago']",few weeks;upstrairs dining;dining area;
"['extraordinari', 'spice', 'chickpea', 'veggi', 'phobe', 'blend', 'make', 'luck', 'carrot', 'burger', 'distinct', 'veget', 'meat']",extraordinary veggie;distinctive blend;other vegetables;
"['tabl', 'time', 'restaur', 'peak', 'close', 'overcrowd', 'uncomfort']",peak times;uncomfortably close;
"['point', 'els', 'servic', 'would', 'expect', 'ritz']",
"['season', 'like', 'sweet', 'corn', 'brule', 'featur', 'menu', 'gra', 'foie', 'pick']",seasonal picks;sweet corn-foie;corn-foie gras;
"['mushroom', 'bright', 'vodka', 'wild', 'sturgeon', 'chees', 'match', 'beauti', 'top', 'assur', 'simpl', 'carinthia', 'innov', 'ravioli', 'caviar', 'green', 'spinach', 'sauc']",simple carinthia;carinthia cheese;cheese ravioli;wild mushrooms;caviar-topped sturgeon;beautifully matched;bright green;green spinach-vodka;
"['small', 'real', 'patti', 'type', 'fast', 'full', 'size', 'wimpi', 'burger', 'food']",not small;full sized;sized patties;
"['restaur', 'casual', 'perfect', 'fast', 'servic', 'alway', 'deliveri', 'lunch']",very casual;always very;very fast;
"['cheaper', 'qualiti', 'better', 'chinatown', 'definit', 'price']",definitely has;better quality;cheaper prices;
